competition_name,competition_year,team,name,date_of_birth,curr_age,height,weight,spike,block,player_page,player_image,nationality,position,short_position
World Grand Prix,2013,,Izabela Belcik,1980-01-29,41,185,65,304,292,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=POL&No=113513,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249931,POL,Setter,
World Grand Prix,2013,,Patrycja Polak,1991-01-23,30,183,62,301,279,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=POL&No=123926,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249932,POL,Wing spiker,OH
World Grand Prix,2013,,Aleksandra Wojcik,1994-01-03,27,184,76,297,279,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=POL&No=136313,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249933,POL,Wing spiker,OH
World Grand Prix,2013,,Joanna Kaczor,1984-01-16,37,191,64,305,290,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=POL&No=112557,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249934,POL,Wing spiker,OH
World Grand Prix,2013,,Zuzanna Efimienko-Mlotkowska,1989-01-08,32,197,72,318,303,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=POL&No=119138,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249935,POL,Middle blocker,MB
World Grand Prix,2013,,Ewelina Weronika Brzezinska,1988-01-26,33,182,68,308,280,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=POL&No=132059,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249936,POL,,
World Grand Prix,2013,,Krystyna Strasz,1987-01-24,34,165,55,0,252,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=POL&No=132063,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249937,POL,Libero,L
World Grand Prix,2013,,Milena Radecka,1984-01-18,37,177,65,302,295,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=POL&No=119136,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249939,POL,Setter,
World Grand Prix,2013,,Paulina Maj-Erwardt,1987-01-22,34,166,58,277,255,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=POL&No=118379,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249941,POL,Libero,L
World Grand Prix,2013,,Joanna Wolosz,1990-01-07,31,181,71,303,281,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=POL&No=118591,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249942,POL,Setter,
World Grand Prix,2013,,Agnieszka Kakolewska,1994-01-17,27,197,75,309,295,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=POL&No=136317,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249944,POL,Middle blocker,MB
World Grand Prix,2013,,Elzbieta Nykiel,1983-01-06,38,183,69,305,280,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=POL&No=122956,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249945,POL,,
World Grand Prix,2013,,Katarzyna Skowronska-Dolata,1983-01-30,38,189,75,314,296,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=POL&No=112551,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249946,POL,Wing spiker,OH
World Grand Prix,2013,,Katarzyna Konieczna,1985-01-22,36,184,75,304,288,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=POL&No=112694,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249947,POL,Universal,U
World Grand Prix,2013,,Monika Ptak,1990-01-14,31,187,72,310,289,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=POL&No=118595,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249948,POL,,
World Grand Prix,2013,,Dorota Medynska,1993-01-25,28,168,60,280,261,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=POL&No=135797,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249960,POL,Libero,L
World Grand Prix,2013,,Aleksandra Sikorska,1993-01-28,28,185,67,306,286,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=POL&No=135795,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249961,POL,Middle blocker,MB
World Grand Prix,2013,,Justyna Lukasik,1993-01-27,28,187,77,301,285,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=POL&No=135793,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201249959,POL,Middle blocker,MB
World Grand Prix,2013,,Debora Seilhamer,1985-01-04,36,166,61,245,240,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=120323,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245821,PUR,Libero,L
World Grand Prix,2013,,Shara Venegas,1992-01-18,29,173,68,280,272,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=124411,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245806,PUR,Libero,L
World Grand Prix,2013,,Vilmarie Mojica,1985-01-13,36,180,63,295,288,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=112818,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245822,PUR,Setter,
World Grand Prix,2013,,Bianca Rivera,1987-01-04,34,178,89,280,276,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=136038,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245840,PUR,,
World Grand Prix,2013,,Sarai Alvarez,1986-01-03,35,183,61,295,286,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=115293,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245823,PUR,,
World Grand Prix,2013,,Yarimar Rosa,1988-01-20,33,178,62,295,285,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=115005,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245795,PUR,Wing spiker,OH
World Grand Prix,2013,,Stephanie Enright,1990-01-15,31,179,56,300,292,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=119141,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245824,PUR,Wing spiker,OH
World Grand Prix,2013,,Ania Ruiz,1982-01-11,39,182,68,305,284,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=113539,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245811,PUR,Wing spiker,OH
World Grand Prix,2013,,Aurea Cruz,1982-01-10,39,180,63,310,290,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=113532,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245825,PUR,Wing spiker,OH
World Grand Prix,2013,,Genesis Collazo,1992-01-04,29,185,74,301,296,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=133609,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245797,PUR,,
World Grand Prix,2013,,Karina Ocasio,1985-01-01,36,192,76,298,288,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=116900,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245826,PUR,Wing spiker,OH
World Grand Prix,2013,,Michelle Nogueras,1988-01-05,33,179,58,275,262,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=115998,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245807,PUR,Setter,
World Grand Prix,2013,,Remy June Mcbain,1991-01-27,30,188,68,299,289,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=138687,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245827,PUR,Setter,
World Grand Prix,2013,,Natalia Valentin,1989-01-12,32,170,61,244,240,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=119146,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245808,PUR,Setter,
World Grand Prix,2013,,Daly Santana,1995-02-19,23,185,65,300,274,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=132322,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245805,PUR,Wing spiker,OH
World Grand Prix,2013,,Patricia Montero,1997-01-22,24,178,58,225,224,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=139899,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245836,PUR,,
World Grand Prix,2013,,Sheila Ocasio,1982-01-17,39,195,74,310,292,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=113538,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245809,PUR,Middle blocker,MB
World Grand Prix,2013,,Lynda Morales,1988-01-20,33,188,74,302,296,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=136037,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245810,PUR,Middle blocker,MB
World Grand Prix,2013,,Kanisha Jimenez,1995-01-28,26,185,56,295,291,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=132324,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245798,PUR,,
World Grand Prix,2013,,Jennifer Quesada,1992-01-22,29,188,71,299,295,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=133611,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245828,PUR,Middle blocker,MB
World Grand Prix,2013,,Diana Reyes,1993-01-29,28,191,80,303,299,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=133616,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245796,PUR,Middle blocker,MB
World Grand Prix,2013,,Maria Escoto,1991-01-23,30,152,58,285,274,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=PUR&No=119145,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201245839,PUR,Libero,L
World Grand Prix,2013,,Maria Borodakova,1986-01-08,35,190,88,301,297,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=143405,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247083,RUS,,
World Grand Prix,2013,,Anastasia Salina,1988-01-30,33,181,67,295,288,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=141838,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247084,RUS,,
World Grand Prix,2013,,Daria Stoliarova,1990-01-29,31,186,75,310,304,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=139710,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247085,RUS,,
World Grand Prix,2013,,Irina Koroleva,1991-01-04,30,196,78,305,290,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=168181,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247086,RUS,Middle blocker,MB
World Grand Prix,2013,,Alexandra Pasynkova,1987-01-14,34,190,75,313,305,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=114288,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247087,RUS,Wing spiker,OH
World Grand Prix,2013,,Anna Matienko,1981-01-12,40,182,68,298,292,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=136455,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247093,RUS,Setter,
World Grand Prix,2013,,Svetlana Kryuchkova,1985-01-21,36,174,63,290,286,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=118013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247094,RUS,Libero,L
World Grand Prix,2013,,Nataliya Goncharova,1989-01-01,32,194,75,315,306,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=132071,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201300028,RUS,,
World Grand Prix,2013,,Kseniia Bondar,1990-01-01,31,190,73,305,300,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=139709,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247102,RUS,,
World Grand Prix,2013,,Ekaterina Kosianenko,1990-01-02,31,178,64,290,285,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=116885,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247103,RUS,Setter,
World Grand Prix,2013,,Victoriia Chaplina,1988-01-23,33,188,77,301,295,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=138953,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247104,RUS,,
World Grand Prix,2013,,Ekaterina Orlova,1987-01-21,34,193,77,307,301,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=115154,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247118,RUS,Middle blocker,MB
World Grand Prix,2013,,Evgeniya Startseva,1989-01-12,32,185,68,294,290,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=119097,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247119,RUS,Setter,
World Grand Prix,2013,,Natalia Dianskaia,1989-01-07,32,185,69,297,292,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=141840,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247121,RUS,,
World Grand Prix,2013,,Tatyana Kosheleva,1988-01-23,33,191,67,315,305,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=119677,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247128,RUS,Wing spiker,OH
World Grand Prix,2013,,Regina Moroz,1987-01-14,34,188,70,310,303,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=124281,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247129,RUS,,
World Grand Prix,2013,,Natalia Malykh,1993-01-08,28,187,65,308,297,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=136057,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247130,RUS,,
World Grand Prix,2013,,Alexandra Vinogradova,1988-01-11,33,175,72,295,287,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=116883,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247135,RUS,,
World Grand Prix,2013,,Anna Podkopaeva,1990-01-16,31,175,59,290,286,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=173153,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247136,RUS,Libero,L
World Grand Prix,2013,,Anastasia Shlyakhovaya,1990-01-05,31,192,69,313,307,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=141839,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247137,RUS,Middle blocker,MB
World Grand Prix,2013,,Valeriya Goncharova,1988-01-03,33,188,70,308,301,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=141841,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247138,RUS,,
World Grand Prix,2013,,Elena Novik,1994-01-23,27,180,66,295,290,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=RUS&No=136532,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247139,RUS,Setter,
World Grand Prix,2013,,Ana Zivojinovic,1991-01-04,30,186,74,280,268,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=SRB&No=119516,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247499,SRB,Wing spiker,OH
World Grand Prix,2013,,Jovana Brakocevic,1988-01-05,33,196,82,309,295,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=SRB&No=116208,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247501,SRB,,
World Grand Prix,2013,,Sanja Malagurski,1990-01-08,31,193,74,305,295,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=SRB&No=119522,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247504,SRB,,
World Grand Prix,2013,,Bojana Drca,1988-01-29,33,186,70,298,283,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=SRB&No=120326,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247505,SRB,Setter,
World Grand Prix,2013,,Natasa Krsmanovic,1985-01-19,36,188,73,305,285,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=SRB&No=116211,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247506,SRB,Middle blocker,MB
World Grand Prix,2013,,Tijana Malesevic,1991-01-18,30,185,78,289,288,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=SRB&No=134068,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247511,SRB,Wing spiker,OH
World Grand Prix,2013,,Brizitka Molnar,1985-01-28,36,182,69,304,290,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=SRB&No=116225,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247519,SRB,Wing spiker,OH
World Grand Prix,2013,,Olga Raonic,1986-01-31,35,184,70,294,280,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=SRB&No=134762,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247524,SRB,Setter,
World Grand Prix,2013,,Brankica Mihajlovic,1991-01-13,30,190,83,302,290,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=SRB&No=121593,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247528,SRB,Wing spiker,OH
World Grand Prix,2013,,Maja Ognjenovic,1984-01-06,37,183,67,300,293,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=SRB&No=116216,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247529,SRB,Setter,
World Grand Prix,2013,,Stefana Veljkovic,1990-01-09,31,190,76,325,310,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=SRB&No=119521,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247530,SRB,Middle blocker,MB
World Grand Prix,2013,,Jelena Nikolic,1982-01-13,39,194,79,315,300,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=SRB&No=116221,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247531,SRB,Wing spiker,OH
World Grand Prix,2013,,Ana Bjelica,1992-01-03,29,190,78,310,305,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=SRB&No=123694,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247532,SRB,,
World Grand Prix,2013,,Nadja Ninkovic,1991-01-01,30,193,77,307,298,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=SRB&No=119532,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247533,SRB,Middle blocker,MB
World Grand Prix,2013,,Jovana Stevanovic,1992-01-30,29,192,72,308,295,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=SRB&No=123700,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247534,SRB,Middle blocker,MB
World Grand Prix,2013,,Milena Rasic,1990-01-25,31,193,72,315,310,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=SRB&No=119535,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247535,SRB,Middle blocker,MB
World Grand Prix,2013,,Silvija Popovic,1986-01-15,35,178,65,286,276,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=SRB&No=116298,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247536,SRB,Libero,L
World Grand Prix,2013,,Suzana Cebic,1984-01-09,37,167,60,279,255,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=SRB&No=116224,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247537,SRB,Libero,L
World Grand Prix,2013,,Jasna Majstorovic,1984-01-23,37,181,64,300,293,http://www.fivb.org/EN/volleyball/competitions/WorldGrandPrix/2013/Players.asp?Tourn=WGP2013&Team=SRB&No=120160,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201247538,SRB,Wing spiker,OH
